#tskit=0.5.3
#tsinfer=0.2.4.dev63+gd36be42
#in_imputed_file=../analysis/pass_3/from_42_into_3.imputed.trees
#in_true_samples_file=../analysis/sisu3/sisu3_merged_nochip_chr20_p_arm.samples
#in_reference_trees_file=../analysis/pass_3/chr20_p_arm.inferred.trees
#remove_leaves=False
#in_chip_file=../data/fimm/chip_positions_chr20.txt
#out_csv_file=../analysis/pass_3/examine_2.imputation.results.csv
#min_maf=0.05
#min_iqs=-inf
#max_iqs=0.9
#flip_alleles=False
#num_sites_data_imputed=136085
#num_sites_sd_true=125155
#num_sites_ts_ref=164061
#num_sites_ts_anc=134667
#num_chip_sites_all=18067
#num_chip_sites=4306
#num_mask_sites=97114
position,ref_minor_allele_index,ref_minor_allele_freq,imputed_minor_allele_index,imputed_minor_allele_freq,iqs,num_muts,is_aa_ref,is_aa_parsimonious,prop_wrong_alleles_0
236640.0000000000,1.0000000000,0.4023848492,1.0000000000,0.4218362283,0.8797746105,1.0000000000,1.0000000000,1.0000000000,0.5596330275
252632.0000000000,1.0000000000,0.1167290157,1.0000000000,0.1124896609,0.7655172157,1.0000000000,1.0000000000,1.0000000000,0.4205607477
263776.0000000000,0.0000000000,0.4264671499,0.0000000000,0.4346567411,0.8952765432,1.0000000000,1.0000000000,1.0000000000,0.6489361702
267423.0000000000,0.0000000000,0.1321603928,0.0000000000,0.1579818031,0.8908455632,1.0000000000,0.0000000000,1.0000000000,0.4754098361
285870.0000000000,1.0000000000,0.0616086042,1.0000000000,0.0570719603,0.7942545212,1.0000000000,1.0000000000,1.0000000000,0.4259259259
304190.0000000000,1.0000000000,0.4620645312,1.0000000000,0.4371381307,0.8674123423,1.0000000000,0.0000000000,1.0000000000,0.4333333333
304257.0000000000,1.0000000000,0.3936170213,1.0000000000,0.3837882548,0.8729255558,1.0000000000,1.0000000000,1.0000000000,0.4913793103
305882.0000000000,0.0000000000,0.4710661679,0.0000000000,0.4888337469,0.8708743660,1.0000000000,1.0000000000,1.0000000000,0.5123966942
305943.0000000000,1.0000000000,0.1392331073,1.0000000000,0.1311000827,0.8703438908,1.0000000000,0.0000000000,1.0000000000,0.5714285714
306602.0000000000,0.0000000000,0.0681552490,0.0000000000,0.0616211745,0.8995810107,1.0000000000,0.0000000000,1.0000000000,0.5185185185
306642.0000000000,1.0000000000,0.4876081365,0.0000000000,0.4896608768,0.8742300554,1.0000000000,0.0000000000,1.0000000000,0.5565217391
306653.0000000000,1.0000000000,0.3655599719,1.0000000000,0.3465674111,0.8671983902,1.0000000000,1.0000000000,1.0000000000,0.4385964912
306667.0000000000,1.0000000000,0.3656768763,1.0000000000,0.3461538462,0.8671970993,1.0000000000,1.0000000000,1.0000000000,0.4298245614
306742.0000000000,0.0000000000,0.1861702128,0.0000000000,0.1985111663,0.7914591921,1.0000000000,0.0000000000,1.0000000000,0.5106382979
308968.0000000000,1.0000000000,0.0738251111,1.0000000000,0.0727874276,0.8614907440,1.0000000000,0.0000000000,1.0000000000,0.6829268293
329625.0000000000,0.0000000000,0.0672784662,0.0000000000,0.0603804797,0.8685537588,1.0000000000,0.0000000000,1.0000000000,0.5000000000
329849.0000000000,0.0000000000,0.0672784662,0.0000000000,0.0603804797,0.8685537588,1.0000000000,0.0000000000,1.0000000000,0.5000000000
330646.0000000000,0.0000000000,0.0880874445,0.0000000000,0.0951199338,0.8366333498,1.0000000000,0.0000000000,1.0000000000,0.6153846154
335498.0000000000,1.0000000000,0.0673953706,1.0000000000,0.0591397849,0.8080793716,1.0000000000,1.0000000000,1.0000000000,0.5833333333
336622.0000000000,0.0000000000,0.0678045359,0.0000000000,0.0612076096,0.8540842870,1.0000000000,0.0000000000,1.0000000000,0.5000000000
338677.0000000000,0.0000000000,0.0672784662,0.0000000000,0.0603804797,0.8685537588,1.0000000000,0.0000000000,1.0000000000,0.5000000000
355283.0000000000,0.0000000000,0.0814823474,0.0000000000,0.0872622002,0.8544636627,1.0000000000,0.0000000000,1.0000000000,0.6727272727
360316.0000000000,1.0000000000,0.0655249006,1.0000000000,0.0583126551,0.8015019521,1.0000000000,1.0000000000,1.0000000000,0.4901960784
363245.0000000000,1.0000000000,0.0662847791,1.0000000000,0.0488006617,0.7943034793,1.0000000000,1.0000000000,1.0000000000,0.4888888889
366032.0000000000,1.0000000000,0.1288870704,1.0000000000,0.1248966088,0.8485279630,1.0000000000,1.0000000000,1.0000000000,0.4133333333
366279.0000000000,1.0000000000,0.1290039747,1.0000000000,0.1248966088,0.8485279630,1.0000000000,1.0000000000,1.0000000000,0.4133333333
366365.0000000000,1.0000000000,0.1455459434,1.0000000000,0.1339950372,0.8559069388,1.0000000000,1.0000000000,1.0000000000,0.4133333333
366937.0000000000,1.0000000000,0.1029927519,1.0000000000,0.1095947064,0.8757294545,1.0000000000,1.0000000000,1.0000000000,0.4339622642
366943.0000000000,0.0000000000,0.1029927519,0.0000000000,0.1095947064,0.8757294545,1.0000000000,0.0000000000,1.0000000000,0.5660377358
367082.0000000000,1.0000000000,0.3351648352,1.0000000000,0.3242349049,0.8267558415,1.0000000000,1.0000000000,1.0000000000,0.4630872483
367176.0000000000,1.0000000000,0.3519406126,1.0000000000,0.3329197684,0.8293163552,1.0000000000,1.0000000000,1.0000000000,0.4797297297
369284.0000000000,1.0000000000,0.2477203647,1.0000000000,0.2299421009,0.8876132269,1.0000000000,1.0000000000,1.0000000000,0.5555555556
370286.0000000000,1.0000000000,0.0557633856,1.0000000000,0.0438378825,0.8977040525,1.0000000000,1.0000000000,1.0000000000,0.4500000000
372073.0000000000,1.0000000000,0.4367547346,1.0000000000,0.4582299421,0.8690354883,1.0000000000,1.0000000000,1.0000000000,0.6062992126
372441.0000000000,0.0000000000,0.4475683891,0.0000000000,0.4710504549,0.8628013541,1.0000000000,0.0000000000,1.0000000000,0.4285714286
372676.0000000000,1.0000000000,0.3525251344,1.0000000000,0.3486352357,0.8681339228,1.0000000000,0.0000000000,1.0000000000,0.4710743802
373053.0000000000,1.0000000000,0.3555061959,1.0000000000,0.3494623656,0.8682252922,1.0000000000,0.0000000000,1.0000000000,0.4710743802
376141.0000000000,0.0000000000,0.3538110825,0.0000000000,0.3469809760,0.8738206316,1.0000000000,1.0000000000,1.0000000000,0.5357142857
376217.0000000000,0.0000000000,0.3538110825,0.0000000000,0.3469809760,0.8738206316,1.0000000000,1.0000000000,1.0000000000,0.5357142857
377035.0000000000,0.0000000000,0.3539279869,0.0000000000,0.3469809760,0.8738206316,1.0000000000,1.0000000000,1.0000000000,0.5357142857
379398.0000000000,0.0000000000,0.3889408464,0.0000000000,0.3792390405,0.8816530764,1.0000000000,1.0000000000,1.0000000000,0.5185185185
379581.0000000000,1.0000000000,0.4584989479,1.0000000000,0.4747725393,0.8839013960,1.0000000000,1.0000000000,1.0000000000,0.5272727273
379699.0000000000,1.0000000000,0.3887070376,1.0000000000,0.3788254756,0.8827917162,1.0000000000,0.0000000000,1.0000000000,0.4766355140
379794.0000000000,0.0000000000,0.3816927753,0.0000000000,0.3705541770,0.8797380820,1.0000000000,1.0000000000,1.0000000000,0.5137614679
380078.0000000000,1.0000000000,0.3642155717,1.0000000000,0.3507030604,0.8705761449,1.0000000000,0.0000000000,1.0000000000,0.4655172414
402763.0000000000,1.0000000000,0.0619593173,1.0000000000,0.0578990902,0.8809162328,1.0000000000,1.0000000000,1.0000000000,0.6551724138
565980.0000000000,1.0000000000,0.3836216975,1.0000000000,0.3846153846,0.8983575834,1.0000000000,1.0000000000,1.0000000000,0.3789473684
774610.0000000000,1.0000000000,0.1274257657,1.0000000000,0.1339950372,0.8647813545,1.0000000000,1.0000000000,1.0000000000,0.4782608696
775431.0000000000,1.0000000000,0.3213116671,1.0000000000,0.2965260546,0.8780738088,1.0000000000,1.0000000000,1.0000000000,0.5445544554
775876.0000000000,0.0000000000,0.4860883797,0.0000000000,0.4735318445,0.8740336097,1.0000000000,0.0000000000,1.0000000000,0.5042735043
776339.0000000000,1.0000000000,0.1043956044,1.0000000000,0.1079404467,0.8407725195,1.0000000000,1.0000000000,1.0000000000,0.4571428571
777391.0000000000,1.0000000000,0.3736848258,1.0000000000,0.3866832093,0.8661419707,1.0000000000,1.0000000000,1.0000000000,0.5284552846
778880.0000000000,0.0000000000,0.4857376666,0.0000000000,0.4718775848,0.8695877528,1.0000000000,0.0000000000,1.0000000000,0.5245901639
817808.0000000000,1.0000000000,0.2430441899,1.0000000000,0.2262200165,0.8640633859,1.0000000000,1.0000000000,1.0000000000,0.5208333333
817809.0000000000,1.0000000000,0.2430441899,1.0000000000,0.2262200165,0.8640633859,1.0000000000,1.0000000000,1.0000000000,0.5208333333
825338.0000000000,1.0000000000,0.3205517886,1.0000000000,0.3287841191,0.8941534274,1.0000000000,1.0000000000,1.0000000000,0.4565217391
828946.0000000000,1.0000000000,0.4046060323,1.0000000000,0.3937138131,0.8963956626,1.0000000000,1.0000000000,1.0000000000,0.5263157895
830864.0000000000,1.0000000000,0.4359364040,1.0000000000,0.4263854425,0.8991785848,1.0000000000,1.0000000000,1.0000000000,0.5543478261
832087.0000000000,0.0000000000,0.4846855272,0.0000000000,0.4793217535,0.8950807482,1.0000000000,0.0000000000,1.0000000000,0.4536082474
833108.0000000000,0.0000000000,0.4892447978,0.0000000000,0.4896608768,0.8940749353,1.0000000000,0.0000000000,1.0000000000,0.4387755102
909453.0000000000,1.0000000000,0.0754617723,1.0000000000,0.0802315964,0.8702935497,1.0000000000,1.0000000000,1.0000000000,0.6136363636
913338.0000000000,1.0000000000,0.2612228197,1.0000000000,0.3031430935,0.8228853023,1.0000000000,1.0000000000,1.0000000000,0.6241610738
914780.0000000000,1.0000000000,0.0936988543,1.0000000000,0.1091811414,0.8972925878,1.0000000000,1.0000000000,1.0000000000,0.6000000000
918736.0000000000,0.0000000000,0.1390577508,0.0000000000,0.1509511993,0.8790469667,1.0000000000,0.0000000000,1.0000000000,0.4696969697
937096.0000000000,1.0000000000,0.1285948094,1.0000000000,0.1166253102,0.8915648468,1.0000000000,1.0000000000,1.0000000000,0.6326530612
940980.0000000000,1.0000000000,0.0606733692,1.0000000000,0.0425971878,0.8654310214,1.0000000000,1.0000000000,1.0000000000,0.6400000000
994379.0000000000,1.0000000000,0.1298807575,1.0000000000,0.1430934657,0.8783058977,1.0000000000,0.0000000000,1.0000000000,0.4687500000
1929566.0000000000,1.0000000000,0.1398760814,1.0000000000,0.1401985112,0.8311896636,1.0000000000,1.0000000000,1.0000000000,0.5227272727
1929736.0000000000,1.0000000000,0.4004559271,1.0000000000,0.4313482217,0.8568008757,1.0000000000,1.0000000000,1.0000000000,0.5703703704
1930005.0000000000,1.0000000000,0.4654547580,0.0000000000,0.4983457403,0.8610508342,1.0000000000,0.0000000000,1.0000000000,0.5454545455
1930235.0000000000,1.0000000000,0.4655716624,0.0000000000,0.4979321754,0.8599513844,1.0000000000,0.0000000000,1.0000000000,0.5530303030
1930252.0000000000,0.0000000000,0.4369300912,0.0000000000,0.4747725393,0.8507700818,1.0000000000,0.0000000000,1.0000000000,0.4195804196
1931664.0000000000,0.0000000000,0.4341243863,0.0000000000,0.4731182796,0.8529398853,1.0000000000,0.0000000000,1.0000000000,0.4184397163
1932835.0000000000,0.0000000000,0.3441664718,0.0000000000,0.3858560794,0.8508363585,1.0000000000,0.0000000000,1.0000000000,0.4275362319
1932980.0000000000,1.0000000000,0.3061140987,1.0000000000,0.3428453267,0.8537085642,1.0000000000,1.0000000000,1.0000000000,0.5658914729
1933091.0000000000,1.0000000000,0.3432896890,1.0000000000,0.3850289495,0.8496328619,1.0000000000,1.0000000000,1.0000000000,0.5683453237
1933153.0000000000,1.0000000000,0.3057633856,1.0000000000,0.3424317618,0.8548600881,1.0000000000,1.0000000000,1.0000000000,0.5625000000
1934136.0000000000,1.0000000000,0.3064648118,1.0000000000,0.3424317618,0.8513845210,1.0000000000,1.0000000000,1.0000000000,0.5530303030
1934580.0000000000,1.0000000000,0.3057049334,1.0000000000,0.3424317618,0.8525367561,1.0000000000,1.0000000000,1.0000000000,0.5572519084
1936563.0000000000,1.0000000000,0.0887304185,1.0000000000,0.1000827130,0.8408914773,1.0000000000,1.0000000000,1.0000000000,0.4848484848
2280741.0000000000,1.0000000000,0.3811667056,1.0000000000,0.3982630273,0.8853240648,1.0000000000,1.0000000000,1.0000000000,0.5333333333
2317144.0000000000,0.0000000000,0.1059738134,0.0000000000,0.1207609595,0.8617829379,1.0000000000,0.0000000000,1.0000000000,0.4687500000
2322523.0000000000,1.0000000000,0.2796352584,1.0000000000,0.2795698925,0.8922004970,1.0000000000,0.0000000000,1.0000000000,0.5909090909
2322858.0000000000,1.0000000000,0.2791091887,1.0000000000,0.2775020678,0.8906440796,1.0000000000,0.0000000000,1.0000000000,0.5681818182
2322994.0000000000,0.0000000000,0.2791676409,0.0000000000,0.2775020678,0.8906935143,1.0000000000,1.0000000000,1.0000000000,0.4382022472
2323021.0000000000,1.0000000000,0.2215337854,1.0000000000,0.2241521919,0.8966983772,1.0000000000,0.0000000000,1.0000000000,0.5333333333
2324109.0000000000,0.0000000000,0.2795768062,0.0000000000,0.2795698925,0.8935927916,1.0000000000,1.0000000000,1.0000000000,0.4252873563
2325408.0000000000,0.0000000000,0.2799859715,0.0000000000,0.2808105873,0.8963390716,1.0000000000,1.0000000000,1.0000000000,0.4117647059
2325666.0000000000,1.0000000000,0.2674187515,1.0000000000,0.2642679901,0.8920077414,1.0000000000,0.0000000000,1.0000000000,0.5764705882
2326697.0000000000,0.0000000000,0.2461421557,0.0000000000,0.2353184450,0.8733433874,1.0000000000,1.0000000000,1.0000000000,0.5638297872
2327661.0000000000,1.0000000000,0.4370469956,1.0000000000,0.4110835401,0.8267113541,1.0000000000,1.0000000000,1.0000000000,0.4601226994
3065804.0000000000,1.0000000000,0.1187163900,1.0000000000,0.1108354012,0.8451949134,1.0000000000,1.0000000000,1.0000000000,0.4637681159
3067673.0000000000,1.0000000000,0.4285129764,1.0000000000,0.4048800662,0.8495186472,1.0000000000,1.0000000000,1.0000000000,0.4965517241
3069689.0000000000,0.0000000000,0.1342062193,0.0000000000,0.1265508685,0.8457450844,1.0000000000,0.0000000000,1.0000000000,0.5844155844
3069747.0000000000,1.0000000000,0.1342062193,1.0000000000,0.1265508685,0.8459533173,1.0000000000,1.0000000000,1.0000000000,0.4102564103
3070245.0000000000,1.0000000000,0.0827682955,1.0000000000,0.0831265509,0.8114192332,1.0000000000,1.0000000000,1.0000000000,0.4057971014
3071906.0000000000,1.0000000000,0.0748187982,1.0000000000,0.0698924731,0.8743278550,1.0000000000,1.0000000000,1.0000000000,0.4878048780
3085716.0000000000,1.0000000000,0.0616086042,1.0000000000,0.0632754342,0.8827078337,1.0000000000,1.0000000000,1.0000000000,0.3939393939
3096290.0000000000,1.0000000000,0.1364858546,1.0000000000,0.1282051282,0.8355477817,1.0000000000,1.0000000000,1.0000000000,0.5421686747
3097731.0000000000,1.0000000000,0.2474865560,1.0000000000,0.2411083540,0.8440377551,1.0000000000,1.0000000000,1.0000000000,0.4830508475
3098195.0000000000,1.0000000000,0.1131634323,1.0000000000,0.0963606286,0.8320490725,1.0000000000,1.0000000000,1.0000000000,0.4705882353
3099763.0000000000,1.0000000000,0.3563245265,1.0000000000,0.3341604632,0.8266385552,1.0000000000,1.0000000000,1.0000000000,0.4868421053
3102505.0000000000,1.0000000000,0.1288286182,1.0000000000,0.1240694789,0.8707059685,1.0000000000,1.0000000000,1.0000000000,0.5000000000
3849827.0000000000,1.0000000000,0.3289104513,1.0000000000,0.3159636063,0.8757750335,1.0000000000,1.0000000000,1.0000000000,0.4666666667
3864282.0000000000,1.0000000000,0.1084288052,1.0000000000,0.1220016543,0.8913511199,1.0000000000,1.0000000000,1.0000000000,0.3818181818
4572746.0000000000,1.0000000000,0.0643558569,1.0000000000,0.0690653433,0.8771605008,1.0000000000,1.0000000000,1.0000000000,0.4166666667
4619360.0000000000,1.0000000000,0.2227028291,1.0000000000,0.2080231596,0.8952239815,1.0000000000,0.0000000000,1.0000000000,0.4788732394
4621195.0000000000,1.0000000000,0.0849894786,1.0000000000,0.0723738627,0.8298944755,1.0000000000,1.0000000000,1.0000000000,0.4807692308
4644677.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4645168.0000000000,1.0000000000,0.1609188684,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4645588.0000000000,0.0000000000,0.2379588497,0.0000000000,0.2336641853,0.8929804373,1.0000000000,0.0000000000,1.0000000000,0.4810126582
4645843.0000000000,1.0000000000,0.2380173018,1.0000000000,0.2336641853,0.8929804373,1.0000000000,1.0000000000,1.0000000000,0.5189873418
4646175.0000000000,0.0000000000,0.2380173018,0.0000000000,0.2336641853,0.8929804373,1.0000000000,0.0000000000,1.0000000000,0.4810126582
4646232.0000000000,0.0000000000,0.2380173018,0.0000000000,0.2336641853,0.8929804373,1.0000000000,0.0000000000,1.0000000000,0.4810126582
4646423.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4646562.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4646679.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4646938.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4646954.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8945167419,1.0000000000,1.0000000000,1.0000000000,0.5081967213
4646955.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8945167419,1.0000000000,0.0000000000,1.0000000000,0.4918032787
4647046.0000000000,0.0000000000,0.2380173018,0.0000000000,0.2336641853,0.8929804373,1.0000000000,0.0000000000,1.0000000000,0.4810126582
4647063.0000000000,0.0000000000,0.2380173018,0.0000000000,0.2336641853,0.8929804373,1.0000000000,0.0000000000,1.0000000000,0.4810126582
4647487.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4647599.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4647720.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4648280.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4648438.0000000000,1.0000000000,0.1608019640,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4648445.0000000000,0.0000000000,0.1608019640,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4648446.0000000000,1.0000000000,0.1608019640,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4648452.0000000000,1.0000000000,0.1608019640,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4648593.0000000000,1.0000000000,0.1608019640,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4648624.0000000000,1.0000000000,0.1608019640,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4648970.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4649153.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4649300.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4649422.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4649587.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4649964.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4650352.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4650607.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4650741.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4650829.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4650860.0000000000,1.0000000000,0.1608604162,1.0000000000,0.1546732837,0.8964446181,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4650913.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4651047.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4651059.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4651338.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4651440.0000000000,0.0000000000,0.1608604162,0.0000000000,0.1546732837,0.8964446181,1.0000000000,0.0000000000,1.0000000000,0.5000000000
4652752.0000000000,1.0000000000,0.1588730419,1.0000000000,0.1526054591,0.8976416642,1.0000000000,1.0000000000,1.0000000000,0.4915254237
4663131.0000000000,1.0000000000,0.1581131634,1.0000000000,0.1517783292,0.8938491162,1.0000000000,1.0000000000,1.0000000000,0.4754098361
4667838.0000000000,1.0000000000,0.1618541033,1.0000000000,0.1555004136,0.8916462775,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4684616.0000000000,1.0000000000,0.3591302315,1.0000000000,0.3556658395,0.8740898345,1.0000000000,0.0000000000,1.0000000000,0.5826086957
4694943.0000000000,1.0000000000,0.1658288520,1.0000000000,0.1836228288,0.8929221084,1.0000000000,1.0000000000,1.0000000000,0.5538461538
4700188.0000000000,1.0000000000,0.0556464812,1.0000000000,0.0438378825,0.8616302922,1.0000000000,1.0000000000,1.0000000000,0.5769230769
4701861.0000000000,1.0000000000,0.2800444237,1.0000000000,0.2746071133,0.8672462501,1.0000000000,1.0000000000,1.0000000000,0.4272727273
4702649.0000000000,1.0000000000,0.1555412672,1.0000000000,0.1724565757,0.8874460462,1.0000000000,1.0000000000,1.0000000000,0.5000000000
4715166.0000000000,1.0000000000,0.1092471358,1.0000000000,0.0992555831,0.7968724404,1.0000000000,1.0000000000,1.0000000000,0.4819277108
4716332.0000000000,1.0000000000,0.1092471358,1.0000000000,0.0992555831,0.7968724404,1.0000000000,1.0000000000,1.0000000000,0.4819277108
4716608.0000000000,1.0000000000,0.2867079729,1.0000000000,0.2630272953,0.7993716042,1.0000000000,1.0000000000,1.0000000000,0.5512820513
4716775.0000000000,1.0000000000,0.2866495207,1.0000000000,0.2630272953,0.7993716042,1.0000000000,1.0000000000,1.0000000000,0.5512820513
4716828.0000000000,1.0000000000,0.2867079729,1.0000000000,0.2630272953,0.7993716042,1.0000000000,1.0000000000,1.0000000000,0.5512820513
4716854.0000000000,1.0000000000,0.2867079729,1.0000000000,0.2630272953,0.7993716042,1.0000000000,1.0000000000,1.0000000000,0.5512820513
4718185.0000000000,1.0000000000,0.2889291560,1.0000000000,0.2725392887,0.8105101703,1.0000000000,1.0000000000,1.0000000000,0.5298013245
4718702.0000000000,1.0000000000,0.2889291560,1.0000000000,0.2725392887,0.8105924732,1.0000000000,1.0000000000,1.0000000000,0.5263157895
4718773.0000000000,0.0000000000,0.3006780454,0.0000000000,0.2907361456,0.7986152579,1.0000000000,0.0000000000,1.0000000000,0.4819277108
4719489.0000000000,0.0000000000,0.2788753799,0.0000000000,0.2605459057,0.8019677937,1.0000000000,0.0000000000,1.0000000000,0.4709677419
4719906.0000000000,1.0000000000,0.2788169278,1.0000000000,0.2605459057,0.8019677937,1.0000000000,1.0000000000,1.0000000000,0.5290322581
4720112.0000000000,0.0000000000,0.2788753799,0.0000000000,0.2605459057,0.8019677937,1.0000000000,0.0000000000,1.0000000000,0.4709677419
4720337.0000000000,0.0000000000,0.2789338321,0.0000000000,0.2605459057,0.8019677937,1.0000000000,0.0000000000,1.0000000000,0.4709677419
4721060.0000000000,0.0000000000,0.2782908581,0.0000000000,0.2609594706,0.8089939777,1.0000000000,0.0000000000,1.0000000000,0.4800000000
4901509.0000000000,1.0000000000,0.0520808978,1.0000000000,0.0397022333,0.8617917159,1.0000000000,1.0000000000,1.0000000000,0.5833333333
4909854.0000000000,1.0000000000,0.4577975216,1.0000000000,0.4644334160,0.8749776937,1.0000000000,0.0000000000,1.0000000000,0.4224137931
4909902.0000000000,1.0000000000,0.4577975216,1.0000000000,0.4644334160,0.8749776937,1.0000000000,0.0000000000,1.0000000000,0.4224137931
