chrom	pos	recomb_rate	pos_cm
chr20	239621	0.3929	0.18299
chr20	239649	0.3846	0.183001
chr20	239662	0.3943	0.183006
chr20	240116	0.4215	0.183185
chr20	240377	0.6552	0.183295
chr20	240667	0.69	0.183485
chr20	240896	0.7152	0.183643
chr20	241212	1.022	0.183869
chr20	241301	1.241	0.18396
chr20	241621	1.143	0.184357
chr20	241991	1.357	0.18478
chr20	242089	1.358	0.184913
chr20	242195	1.093	0.185057
chr20	242614	1.125	0.185515
chr20	242798	1.071	0.185722
chr20	242897	1.013	0.185828
chr20	243217	1.004	0.186152
chr20	243487	0.9957	0.186423
chr20	244417	0.6658	0.187349
chr20	244803	0.5963	0.187606
chr20	244964	0.5882	0.187702
chr20	244981	0.5725	0.187712
chr20	245512	0.4801	0.188016
chr20	245789	0.5	0.188149
chr20	245803	0.4054	0.188156
chr20	245877	0.4072	0.188186
chr20	247326	0.4201	0.188776
chr20	247714	1.063	0.188939
chr20	247936	0.6744	0.189175
chr20	248065	0.7941	0.189262
chr20	248099	0.9395	0.189289
chr20	249536	0.8761	0.190639
chr20	249875	1.578	0.190936
chr20	250342	0.3737	0.191673
chr20	251466	0.4461	0.192093
chr20	251939	0.3988	0.192304
chr20	252982	3.502	0.19272
chr20	253217	3.538	0.193543
chr20	253732	3.534	0.195365
chr20	255081	0.347	0.200133
chr20	255447	0.3125	0.20026
chr20	255527	0.1286	0.200285
chr20	255597	0.0442	0.200294
chr20	255778	0.0235	0.200302
chr20	256161	0.03846	0.200311
chr20	256187	0.02439	0.200312
chr20	256351	0.02582	0.200316
chr20	256777	0.02532	0.200327
chr20	256856	0.04167	0.200329
chr20	256904	0.0411	0.200331
chr20	256977	0.06716	0.200334
chr20	257379	0.7392	0.200361
chr20	257866	0.8261	0.200721
chr20	257889	1	0.20074
chr20	257899	1.198	0.20075
chr20	258096	1.269	0.200986
chr20	258653	1.132	0.201693
chr20	259023	1.5	0.202112
chr20	259047	1.799	0.202148
chr20	260065	2.111	0.203979
chr20	260490	2.336	0.204876
chr20	260725	2.367	0.205425
chr20	260755	2.396	0.205496
chr20	262506	2.396	0.209692
chr20	262665	2.391	0.210073
chr20	262711	2.478	0.210183
chr20	262757	2.5	0.210297
chr20	262779	2.506	0.210352
chr20	263451	2.508	0.212036
chr20	264292	2.516	0.214145
chr20	265377	2.524	0.216875
chr20	265751	20.47	0.217819
chr20	267006	20.47	0.243508
chr20	267423	4.929	0.252044
chr20	268285	4.885	0.256293
chr20	268599	4.85	0.257827
chr20	269435	4.852	0.261882
chr20	270293	4.873	0.266045
chr20	270853	4.927	0.268774
chr20	271524	4.93	0.27208
chr20	272080	4.958	0.274821
chr20	274599	4.947	0.287311
chr20	275241	3.573	0.290487
chr20	275466	1.403	0.291291
chr20	276086	1.428	0.292161
chr20	276245	1.547	0.292388
chr20	276351	2.45	0.292552
chr20	276391	3.592	0.29265
chr20	278224	3.24	0.299234
chr20	278757	3.032	0.300961
chr20	280339	3.032	0.305758
chr20	284356	2.991	0.317938
chr20	285327	2.905	0.320842
chr20	287201	1.471	0.326286
chr20	287305	0.217	0.326439
chr20	288365	0.2193	0.326669
chr20	289049	1.538	0.326819
chr20	289062	2.954	0.326839
chr20	290134	3.488	0.330006
chr20	293692	3.507	0.342418
chr20	297191	4.09	0.354689
chr20	302891	5.69	0.378002
chr20	303233	6.293	0.379948
chr20	304170	6.9	0.385845
chr20	304190	7.421	0.385983
chr20	304679	7.778	0.389612
chr20	305403	7.509	0.395243
chr20	305882	7.625	0.39884
chr20	306194	10.23	0.401219
chr20	307589	11.44	0.415491
chr20	308132	11.45	0.421705
chr20	308278	11.51	0.423376
chr20	308352	11.51	0.424228
chr20	308718	11.51	0.428442
chr20	308968	11.5	0.43132
chr20	309141	11.49	0.43331
chr20	309613	11.38	0.438735
chr20	309653	11.24	0.43919
chr20	309674	11.12	0.439426
chr20	310119	11.12	0.444376
chr20	311107	10.04	0.455365
chr20	311327	9.746	0.457574
chr20	315528	13.14	0.498515
chr20	323292	12.97	0.600502
chr20	323442	12.56	0.602447
chr20	323906	8.873	0.608275
chr20	328332	8.633	0.647547
chr20	329048	4.298	0.653728
chr20	329830	4.053	0.657089
chr20	329849	3.833	0.657166
chr20	330646	3.79	0.660221
chr20	332593	3.789	0.6676
chr20	335198	3.79	0.677471
chr20	337341	3.79	0.685593
chr20	339700	3.792	0.694534
chr20	341968	3.803	0.703135
chr20	342664	3.993	0.705782
chr20	342939	4.141	0.70688
chr20	343479	4.184	0.709116
chr20	344458	5.392	0.713212
chr20	345372	8.246	0.71814
chr20	345506	8.973	0.719245
chr20	345834	8.974	0.722188
chr20	348315	8.973	0.744452
chr20	349069	9.07	0.751218
chr20	349198	9.068	0.752388
chr20	352420	9.075	0.781606
chr20	352819	8.941	0.785227
chr20	352853	8.789	0.785531
chr20	353759	6.197	0.793494
chr20	354581	6.199	0.798588
chr20	354977	6.106	0.801043
chr20	355926	6.119	0.806838
chr20	356742	6.111	0.811831
chr20	359591	6.11	0.829242
chr20	361224	6.103	0.83922
chr20	361302	6.147	0.839696
chr20	363435	8.408	0.852808
chr20	363987	8.819	0.857449
chr20	364241	8.821	0.859689
chr20	364973	8.895	0.866146
chr20	365220	8.927	0.868343
chr20	366107	9.007	0.876261
chr20	366558	14.48	0.880323
chr20	366711	38.56	0.882539
chr20	366738	39.04	0.88358
chr20	366815	40.39	0.886586
chr20	366914	64.23	0.890585
chr20	367264	64.22	0.913064
chr20	367522	64.23	0.929634
chr20	367544	64.23	0.931047
chr20	367690	64.23	0.940424
chr20	368662	32.62	1.002851
chr20	369093	9.673	1.016909
chr20	369846	9.598	1.024193
chr20	370371	8.255	1.029232
chr20	370426	6.868	1.029686
chr20	370957	6.364	1.033333
chr20	370990	5.867	1.033543
chr20	371020	5.525	1.033719
chr20	371081	5.379	1.034056
chr20	371300	5.304	1.035234
chr20	371392	5.313	1.035722
chr20	371526	3.751	1.036434
chr20	371863	3.624	1.037698
chr20	372073	3.564	1.038459
chr20	372364	2.935	1.039496
chr20	372441	2.2	1.039722
chr20	372466	1.477	1.039777
chr20	373065	1.363	1.040662
chr20	376141	1.347	1.044855
chr20	376406	1.344	1.045212
chr20	378291	1.434	1.047745
chr20	379816	9.094	1.049932
chr20	380145	10.9	1.052924
chr20	384103	10.92	1.096052
chr20	384954	10.89	1.105346
chr20	384963	10.93	1.105444
chr20	388784	10.91	1.147189
chr20	389506	5.835	1.155068
chr20	391175	5.833	1.164807
chr20	391714	5.83	1.167951
chr20	393192	5.852	1.176568
chr20	395821	6.289	1.191953
chr20	396582	7.088	1.196739
chr20	397335	7.106	1.202076
chr20	397598	7.117	1.203945
chr20	400336	5.19	1.22343
chr20	400547	4.482	1.224525
chr20	402232	4.408	1.232077
chr20	403076	3.977	1.235797
chr20	404254	2.981	1.240482
chr20	404408	2.205	1.240941
chr20	409237	2.01	1.251589
chr20	409340	1.857	1.251796
chr20	410526	1.525	1.253998
chr20	410920	1.523	1.254599
chr20	417284	4.88	1.26429
chr20	417634	5.81	1.265998
chr20	420239	6.009	1.281134
chr20	421527	6.387	1.288874
chr20	421796	6.389	1.290592
chr20	422066	6.322	1.292317
chr20	422277	6.26	1.293651
chr20	423009	4.875	1.298233
chr20	423017	4.842	1.298272
chr20	423763	4.792	1.301884
chr20	424272	3.29	1.304323
chr20	424303	1.925	1.304425
chr20	425414	0.7605	1.306564
chr20	425915	0.7543	1.306945
chr20	426090	0.7535	1.307077
chr20	426232	0.7486	1.307184
chr20	426415	0.7551	1.307321
chr20	426464	0.7467	1.307358
chr20	427609	0.7462	1.308213
chr20	428007	0.7472	1.30851
chr20	429158	0.7785	1.30937
chr20	430598	0.7778	1.310491
chr20	431129	0.7826	1.310904
chr20	431198	0.7778	1.310958
chr20	433169	0.7469	1.312491
chr20	433489	0.7509	1.31273
chr20	434561	0.7518	1.313535
chr20	434843	0.7522	1.313747
chr20	436312	0.7529	1.314852
chr20	437623	0.7463	1.315839
chr20	437690	0.7531	1.315889
chr20	438423	0.7546	1.316441
chr20	439454	0.7551	1.317219
chr20	440867	0.7577	1.318286
chr20	441387	0.7539	1.31868
chr20	441704	0.7416	1.318919
chr20	443554	0.2966	1.320291
chr20	444208	0.2898	1.320485
chr20	444453	0.2433	1.320556
chr20	444790	0.2209	1.320638
chr20	444962	0.2046	1.320676
chr20	445221	0.1979	1.320729
chr20	445413	0.1986	1.320767
chr20	445705	0.2024	1.320825
chr20	445789	0.173	1.320842
chr20	450858	0.1783	1.321719
chr20	451088	0.1906	1.32176
chr20	454614	0.1967	1.322432
chr20	459799	6.955	1.323452
chr20	463154	6.959	1.346787
chr20	463252	6.724	1.347469
chr20	466208	0.6355	1.367345
chr20	470060	0.7131	1.369793
chr20	472113	0.8608	1.371257
chr20	472817	0.9258	1.371863
chr20	473275	0.93	1.372287
chr20	475605	0.8966	1.374454
chr20	475808	0.7619	1.374636
chr20	475829	0.7295	1.374652
chr20	476073	0.5972	1.37483
chr20	478759	0.5363	1.376434
chr20	479076	0.5	1.376604
chr20	479176	0.4582	1.376654
chr20	481175	0.4603	1.37757
chr20	481364	0.4595	1.377657
chr20	483351	0.3617	1.37857
chr20	484233	0.3607	1.378889
chr20	486714	0.1975	1.379784
chr20	487357	0.09691	1.379911
chr20	492083	0.09447	1.380369
chr20	493258	0.09274	1.38048
chr20	495641	0.09229	1.380701
chr20	498675	0.09138	1.380981
chr20	500207	0.09184	1.381121
chr20	501470	0.09148	1.381237
chr20	503394	0.09194	1.381413
chr20	504536	0.0922	1.381518
chr20	504677	0.0922	1.381531
chr20	507421	0.106	1.381784
chr20	507789	0.1302	1.381823
chr20	508365	0.1858	1.381898
chr20	512186	0.2471	1.382608
chr20	512530	0.2903	1.382693
chr20	512561	0.2895	1.382702
chr20	512599	0.3144	1.382713
chr20	512863	0.3077	1.382796
chr20	512954	0.3636	1.382824
chr20	512965	0.3158	1.382828
chr20	514010	0.3724	1.383158
chr20	515095	0.4	1.383562
chr20	515100	0.3361	1.383564
chr20	515698	0.2053	1.383765
chr20	521976	0.3186	1.385054
chr20	522293	0.4341	1.385155
chr20	522475	0.4355	1.385234
chr20	523010	0.4353	1.385467
chr20	524848	0.4351	1.386267
chr20	525133	0.4348	1.386391
chr20	530712	0.3845	1.388817
chr20	531253	0.3588	1.389025
chr20	531423	0.3198	1.389086
chr20	533815	0.2916	1.389851
chr20	535283	0.2917	1.390279
chr20	536517	0.2902	1.390639
chr20	537213	0.3	1.390841
chr20	537243	0.289	1.39085
chr20	538108	0.2899	1.3911
chr20	539053	0.2894	1.391374
chr20	539827	0.2889	1.391598
chr20	544279	0.2912	1.392884
chr20	544849	0.2906	1.39305
chr20	546026	0.3406	1.393392
chr20	546851	0.4619	1.393673
chr20	547323	0.4666	1.393891
chr20	548971	0.4721	1.39466
chr20	549814	0.6441	1.395058
chr20	550168	0.8182	1.395286
chr20	550322	0.8889	1.395412
chr20	550430	0.91	1.395508
chr20	550530	0.9362	1.395599
chr20	550577	0.9419	1.395643
chr20	551334	0.9506	1.396356
chr20	551415	0.9773	1.396433
chr20	551459	0.9869	1.396476
chr20	551688	0.9781	1.396702
chr20	552281	1.858	1.397282
chr20	554853	19.72	1.402061
chr20	555501	19.69	1.41484
chr20	555785	13.89	1.420433
chr20	555892	12.12	1.421919
chr20	556141	9.851	1.424936
chr20	556215	1.785	1.425665
chr20	557034	1.796	1.427127
chr20	557176	1.794	1.427382
chr20	557559	1.812	1.428069
chr20	557591	1.833	1.428127
chr20	557603	1.821	1.428149
chr20	558185	1.847	1.429209
chr20	558374	1.924	1.429558
chr20	558479	1.962	1.42976
chr20	559006	1.24	1.430794
chr20	559189	0.3562	1.431021
chr20	560618	0.3151	1.43153
chr20	560691	0.2913	1.431553
chr20	560945	0.2837	1.431627
chr20	561738	0.5094	1.431852
chr20	562056	1.138	1.432014
chr20	562657	1.381	1.432698
chr20	562972	1.437	1.433133
chr20	563100	1.764	1.433317
chr20	563371	2.836	1.433795
chr20	563719	4.685	1.434782
chr20	563773	13.22	1.435035
chr20	564956	13.31	1.450679
chr20	565261	13.31	1.454739
chr20	567105	22.13	1.479289
chr20	567328	22.14	1.484225
chr20	567543	22.6	1.488985
chr20	568720	22.58	1.515584
chr20	568954	22.58	1.520868
chr20	569263	22.18	1.527845
chr20	569274	21.83	1.528089
chr20	569956	18.03	1.542974
chr20	570144	16.19	1.546363
chr20	570171	14.67	1.5468
chr20	570174	13.09	1.546844
chr20	571277	13.07	1.561282
chr20	572589	13.06	1.578433
chr20	572625	13.03	1.578903
chr20	573284	13.03	1.587489
chr20	574147	13.03	1.59873
chr20	574321	13.03	1.600997
chr20	574708	2.515	1.606041
chr20	575450	2.52	1.607907
chr20	576139	2.547	1.609643
chr20	576700	2.548	1.611072
chr20	580481	10.27	1.620707
chr20	580545	15.02	1.621364
chr20	581272	15.07	1.632281
chr20	581670	15.07	1.638278
chr20	581801	15.07	1.640252
chr20	582389	9.162	1.649113
chr20	583466	6.954	1.65898
chr20	583729	6.885	1.660809
chr20	584249	5.467	1.664389
chr20	584433	4.165	1.665395
chr20	584664	3.48	1.666357
chr20	585341	6.127	1.668713
chr20	587008	6.127	1.678927
chr20	588052	6.119	1.685324
chr20	588730	6.119	1.689473
chr20	592228	6.604	1.710879
chr20	592392	9.783	1.711962
chr20	593097	9.787	1.718859
chr20	593638	9.769	1.724154
chr20	593664	9.879	1.724408
chr20	599013	11.73	1.777249
chr20	600604	12.63	1.795918
chr20	602943	12.62	1.825468
chr20	604219	12.62	1.841574
chr20	606311	12.6	1.867976
chr20	606518	12.54	1.870584
chr20	607445	5.124	1.882207
chr20	611050	4.693	1.900679
chr20	611125	4.843	1.901031
chr20	611176	4.399	1.901278
chr20	611394	4.991	1.902237
chr20	611826	5.345	1.904393
chr20	611881	5.591	1.904687
chr20	612157	5.629	1.90623
chr20	612432	5.629	1.907778
chr20	612664	5.7	1.909084
chr20	612674	5.635	1.909141
chr20	612844	5.591	1.910099
chr20	612976	5	1.910837
chr20	612997	4.3	1.910942
chr20	613017	3.169	1.911028
chr20	614136	2.8	1.914574
chr20	614781	2.247	1.91638
chr20	614935	2.218	1.916726
chr20	615045	1.879	1.91697
chr20	617094	1.836	1.920821
chr20	617551	1.458	1.92166
chr20	617634	1.161	1.921781
chr20	617783	0.9725	1.921954
chr20	617892	0.8608	1.92206
chr20	618050	0.6619	1.922196
chr20	620203	0.8376	1.923621
chr20	620320	1.183	1.923719
chr20	620391	1.488	1.923803
chr20	621978	3.059	1.926165
chr20	622234	3.247	1.926948
chr20	622380	3.918	1.927422
chr20	622562	4.121	1.928135
chr20	622976	4.067	1.929841
chr20	623791	3.97	1.933156
chr20	625245	3.958	1.938929
chr20	625293	3.919	1.939119
chr20	626070	3.64	1.942164
chr20	628723	3.571	1.951821
chr20	630017	3.07	1.956442
chr20	631285	2.675	1.960335
chr20	637164	2.824	1.97606
chr20	638748	3.452	1.980534
chr20	638967	4.242	1.98129
chr20	641181	4.322	1.990681
chr20	644623	4.464	2.005556
chr20	645437	4.566	2.00919
chr20	645520	4.64	2.009569
chr20	645645	4.648	2.010149
chr20	645858	4.646	2.011139
chr20	646663	4.648	2.014879
chr20	648246	4.656	2.022236
chr20	650326	4.667	2.03192
chr20	650473	4.692	2.032606
chr20	650781	4.692	2.034051
chr20	652315	4.923	2.041249
chr20	654410	4.923	2.051562
chr20	658277	4.956	2.070598
chr20	661249	5.572	2.085326
chr20	663033	5.653	2.095267
chr20	663275	5.731	2.096635
chr20	665209	8.983	2.107718
chr20	668345	8.983	2.135889
chr20	671453	3.416	2.163807
chr20	677734	3.031	2.185264
chr20	678642	2.658	2.188016
chr20	678797	2.405	2.188428
chr20	678839	2.189	2.188529
chr20	680149	2.208	2.191396
chr20	680625	2.287	2.192447
chr20	684907	11.65	2.202238
chr20	685089	14.67	2.204359
chr20	687335	14.73	2.237308
chr20	687717	19.46	2.242933
chr20	687915	21.2	2.246787
chr20	688002	21.24	2.248631
chr20	688019	21.2	2.248992
chr20	688657	21.18	2.262519
chr20	689298	1.311	2.276098
chr20	689937	1.256	2.276936
chr20	690105	1.248	2.277147
chr20	690931	1.312	2.278178
chr20	690947	1.381	2.278199
chr20	691419	1.387	2.278851
chr20	691923	1.285	2.27955
chr20	692780	1.263	2.280651
chr20	692898	1.265	2.2808
chr20	692996	1.246	2.280924
chr20	693065	1.231	2.28101
chr20	693104	1.227	2.281058
chr20	694318	1.208	2.282547
chr20	694342	1.226	2.282576
chr20	694678	1.224	2.282988
chr20	695259	1.241	2.283699
chr20	695798	1.308	2.284368
chr20	695931	1.31	2.284542
chr20	696118	1.309	2.284787
chr20	697934	1.328	2.287165
chr20	698123	1.339	2.287416
chr20	698627	1.334	2.288091
chr20	699521	1.331	2.289284
chr20	700520	1.341	2.290614
chr20	701662	1.356	2.292145
chr20	702972	20.67	2.293921
chr20	707128	20.96	2.379811
chr20	710948	20.96	2.459868
chr20	711177	20.95	2.464667
chr20	711631	20.96	2.47418
chr20	713417	20.93	2.511606
chr20	714250	20.9	2.529038
chr20	714375	20.88	2.53165
chr20	714416	20.89	2.532506
chr20	715026	20.88	2.545248
chr20	718343	8.511	2.614513
chr20	720367	2.563	2.63174
chr20	720987	2.539	2.633329
chr20	721926	2.567	2.635713
chr20	722277	2.587	2.636614
chr20	723709	2.515	2.640319
chr20	723808	2.429	2.640568
chr20	724055	2.315	2.641168
chr20	726115	5.294	2.645936
chr20	726149	8.22	2.646116
chr20	727236	12.79	2.655051
chr20	729045	7.551	2.67819
chr20	729328	0.9114	2.680327
chr20	732533	0.9289	2.683248
chr20	732786	0.9551	2.683483
chr20	733142	0.9822	2.683823
chr20	733818	1.059	2.684487
chr20	733903	1.167	2.684577
chr20	733927	1.119	2.684605
chr20	733969	1.206	2.684652
chr20	734531	1.273	2.68533
chr20	735589	1.689	2.686677
chr20	736784	1.723	2.688695
chr20	736878	1.723	2.688857
chr20	736925	1.738	2.688938
chr20	737005	1.757	2.689077
chr20	737174	1.892	2.689374
chr20	737276	1.989	2.689567
chr20	738059	2.026	2.691124
chr20	738739	2.148	2.692502
chr20	739096	2.175	2.693269
chr20	739210	2.193	2.693517
chr20	739960	2.231	2.695162
chr20	740038	2.197	2.695336
chr20	740272	2.196	2.69585
chr20	741284	2.738	2.698072
chr20	742336	2.75	2.700952
chr20	742416	2.411	2.701172
chr20	742511	2.171	2.701401
chr20	742634	2.201	2.701668
chr20	743934	2.301	2.704529
chr20	744556	2.377	2.70596
chr20	744816	2.379	2.706578
chr20	745642	2.566	2.708543
chr20	746687	2.564	2.711224
chr20	747664	2.669	2.713729
chr20	749346	0.9465	2.718219
chr20	749645	0.9458	2.718502
chr20	750567	0.9468	2.719374
chr20	750830	0.9481	2.719623
chr20	751100	0.9454	2.719879
chr20	751283	0.9486	2.720052
chr20	752120	0.9479	2.720846
chr20	753194	1.64	2.721864
chr20	753319	2.871	2.722069
chr20	753350	4.046	2.722158
chr20	754002	1.096	2.724796
chr20	754894	1.094	2.725774
chr20	755214	1.095	2.726124
chr20	755581	1.095	2.726526
chr20	755749	1.091	2.72671
chr20	756388	1.1	2.727407
chr20	756408	1.154	2.727429
chr20	756538	1.199	2.727579
chr20	757215	1.199	2.728391
chr20	758562	1.363	2.730006
chr20	758664	9.597	2.730145
chr20	758808	9.773	2.731527
chr20	758874	9.782	2.732172
chr20	760189	40.63	2.745035
chr20	760275	48.17	2.748529
chr20	761203	48.17	2.793229
chr20	761608	48.17	2.812737
chr20	761987	48.15	2.830993
chr20	762072	43.65	2.835086
chr20	762187	20.88	2.840106
chr20	762287	3.368	2.842194
chr20	762374	3.188	2.842487
chr20	762576	3.077	2.843131
chr20	762628	2.938	2.843291
chr20	763126	2.877	2.844754
chr20	763183	2.78	2.844918
chr20	763388	2.444	2.845488
chr20	763406	2.116	2.845532
chr20	763664	2.054	2.846078
chr20	763738	2.03	2.84623
chr20	763771	2	2.846297
chr20	763806	1.957	2.846367
chr20	764203	1.91	2.847144
chr20	764800	1.573	2.848284
chr20	764903	1.373	2.848446
chr20	765254	1.354	2.848928
chr20	765319	1.319	2.849016
chr20	765454	1.3	2.849194
chr20	766241	1.313	2.850217
chr20	766308	1.309	2.850305
chr20	767191	1.31	2.851461
chr20	767349	1.321	2.851668
chr20	767966	1.36	2.852483
chr20	768330	1.635	2.852978
chr20	769560	1.661	2.854989
chr20	770094	1.684	2.855876
chr20	771488	1.966	2.858224
chr20	771724	2.645	2.858688
chr20	771989	5.613	2.859389
chr20	772232	6.724	2.860753
chr20	772319	7.38	2.861338
chr20	772666	10.64	2.863899
chr20	772719	13.31	2.864463
chr20	772843	13.34	2.866113
chr20	772872	13.38	2.8665
chr20	773095	13.38	2.869484
chr20	773273	13.38	2.871866
